,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3801,Jordan Loyd,2018-19,25,TOR,NBA,0.2,12,0,55,8,18,4,10,4,8,9,11,1,8,9,6,0,0,2,5,29,0.444,0.4,0.5,0.556,0.818,0.635
3802,Timothé Luwawu-Cabarrot,2018-19,23,TOT,NBA,0.2,50,7,669,82,218,46,102,36,116,31,41,11,86,97,26,19,8,21,73,231,0.376,0.451,0.31,0.459,0.756,0.489
3803,Tyler Lydon,2018-19,22,DEN,NBA,0.2,25,0,94,9,18,5,8,4,10,1,3,7,11,18,6,2,0,4,10,23,0.5,0.625,0.4,0.611,0.333,0.595
3804,Sean Marks,2009-10,34,NOH,NBA,0.2,14,0,75,4,8,4,8,0,0,2,5,14,9,23,2,0,3,2,17,10,0.5,0.5,,0.5,0.4,0.49
3805,Kenyon Martin,2014-15,37,MIL,NBA,0.2,11,0,104,9,22,9,22,0,0,2,2,6,13,19,5,5,6,3,13,20,0.409,0.409,,0.409,1,0.437
3806,Roger Mason,2010-11,30,NYK,NBA,0.2,26,0,319,26,77,10,33,16,44,7,10,5,38,43,20,6,2,6,25,75,0.338,0.303,0.364,0.442,0.7,0.461
3807,Eric Maynor,2012-13,25,TOT,NBA,0.2,64,0,963,106,281,72,185,34,96,45,62,9,37,46,182,22,1,79,55,291,0.377,0.389,0.354,0.438,0.726,0.472
3808,CJ McCollum,2013-14,22,POR,NBA,0.2,38,0,476,74,178,44,98,30,80,23,34,7,41,48,27,14,2,35,53,201,0.416,0.449,0.375,0.5,0.676,0.521
3809,Chris McCullough,2017-18,22,WAS,NBA,0.2,19,0,90,18,42,17,34,1,8,9,14,7,18,25,4,0,5,2,8,46,0.429,0.5,0.125,0.44,0.643,0.478
3810,K.J. McDaniels,2015-16,22,HOU,NBA,0.2,37,1,235,29,72,22,47,7,25,24,30,16,26,42,10,7,6,17,30,89,0.403,0.468,0.28,0.451,0.8,0.522
3811,Ben McLemore,2018-19,25,SAC,NBA,0.2,19,0,158,25,64,8,23,17,41,8,12,3,14,17,4,6,3,5,22,75,0.391,0.348,0.415,0.523,0.667,0.541
3812,Jordan McRae,2016-17,25,CLE,NBA,0.2,37,4,384,58,150,40,99,18,51,27,34,6,35,41,19,8,6,14,31,161,0.387,0.404,0.353,0.447,0.794,0.488
3813,Darko Mili_i_,2010-11,25,MIN,NBA,0.2,69,69,1686,271,578,271,578,0,0,64,115,133,227,360,104,54,140,151,229,606,0.469,0.469,,0.469,0.557,0.482
